triple_id,id,claim_id,book_name,s,p,o,time_bucket,polarity,confidence,chunk_id,excerpt_span,excerpt_text,chapter_id,chunk_pos,support_label,run_id,best_rank,is_best
t_00080,61,61_c01,In search of the castaways,Thalcave,Claim,Slave-raiders seized his little sister Nawee.,EARLY,POS,0.8660831390545953,castaways_ch000_w0123,"[63, 126]","""No,"" replied Thalcave, ""aguaras."" Robert looked at Glenarvan.",ch000,0.264828,SUPPORT,run_20260201_223201,1,True
t_00081,86,86_c03,In search of the castaways,Kai-Koumou,Claim,though words were few,LATE,POS,0.8416571115146351,castaways_ch000_w0366,"[514, 650]","Addressing Kai-Koumou, he said, in a fearless tone: ""Where are you taking us, chief?"" Kai-Koumou gazed at him coldly without answering.",ch000,0.786793,SUPPORT,run_20260201_223201,1,True
t_00082,38,38_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,during a storm on a convoy run he insisted on saving people.,LATE,POS,0.8481188373908854,castaways_ch000_w0312,"[383, 472]","When his eyes encountered Lady Helena and the young girl, they expressed a deep sadness.",ch000,0.67228,SUPPORT,run_20260201_223201,1,True
t_00083,38,38_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,during a storm on a convoy run he insisted on saving people.,MID,POS,0.7971756278681222,castaways_ch000_w0299,"[74, 127]",Captain Mangles first saw her pale and disconsolate.,ch000,0.64474,SUPPORT,run_20260201_223201,2,False
t_00084,132,132_c01,The Count of Monte Cristo,Faria,Claim,By eighteen he was a star student at Rome University,EARLY,POS,0.7742244200109856,montecristo_ch000_w0241,"[923, 1312]","Often in prison Faria had said to him, when he saw him idle and inactive: “Dantès, you must not give way to this listlessness; you will be drowned if you seek to escape, and your strength has not been properly exercised and prepared for exertion.” These words rang in Dantès’ ears, even beneath the waves; he hastened to cleave his way through them to see if he had not lost his strength.",ch000,0.154149,SUPPORT,run_20260201_223201,1,True
t_00085,70,70_c01,In search of the castaways,Kai-Koumou,Claim,At twenty-two he earned the chieftainship by surviving seven days.,LATE,POS,0.8126272207376644,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260201_223201,2,False
t_00086,70,70_c02,In search of the castaways,Kai-Koumou,Claim,nights alone on the crater's rim,LATE,POS,0.8288835898842749,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260201_223201,1,True
t_00087,70,70_c03,In search of the castaways,Kai-Koumou,Died,True,LATE,POS,0.8147965620863858,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260201_223201,1,True
t_00088,78,78_c01,In search of the castaways,Kai-Koumou,Claim,His father guarded the island's paramount chief.,LATE,POS,0.8498518367972191,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260201_223201,1,True
t_00089,78,78_c02,In search of the castaways,Kai-Koumou,Claim,his mother,LATE,POS,0.812572854117769,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260201_223201,2,False
t_00090,78,78_c05,In search of the castaways,Kai-Koumou,Claim,the child never forgot the sound of flesh stripped from bone.,LATE,POS,0.8024895420745286,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260201_223201,3,False
