triple_id,id,claim_id,book_name,s,p,o,time_bucket,polarity,confidence,chunk_id,excerpt_span,excerpt_text,chapter_id,chunk_pos,support_label,run_id,best_rank,is_best
t_00081,26,26_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Died,True,MID,POS,0.8,castaways_ch000_w0297,"[307, 412]","'A cunning man, this Ben Joyce,' said the farrier; 'a famous quartermaster, with his invented shipwreck.",ch000,0.640441,NEUTRAL,run_20260112_111511,1,True
t_00082,26,26_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Died,True,LATE,POS,0.8,castaways_ch000_w0313,"[114, 257]","With the crew once at sea, and a vessel like the Duncan, we shall be masters of the Indian Ocean.' 'Hurrah for Ben Joyce!' cried the convicts.",ch000,0.67441,NEUTRAL,run_20260112_111511,2,False
t_00083,26,26_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Died,True,LATE,POS,0.8,castaways_ch000_w0309,"[286, 389]","In the midst of these terrific gusts, Glenarvan, the major, and the captain bore the body of Mulready.",ch000,0.665961,NEUTRAL,run_20260112_111511,3,False
t_00084,26,26_c04,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,then endured an orphanage where nuns pilfered relief supplies,MID,POS,0.800051786519187,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,1,True
t_00085,117,117_c01,The Count of Monte Cristo,Faria,Claim,escaping he hid lifetime research manuscripts in a Madeira monastery cellar.,EARLY,POS,0.7970806714382079,montecristo_ch000_w0169,"[1268, 1457]","“I am the Abbé Faria, and have been imprisoned as you know in this Château d’If since the year 1811; previously to which I had been confined for three years in the fortress of Fenestrelle.",ch000,0.108484,SUPPORT,run_20260112_111511,2,False
t_00086,117,117_c02,The Count of Monte Cristo,Faria,Claim,the eventual clue to Monte Cristo's treasure.,EARLY,POS,0.8289407378210154,montecristo_ch000_w0221,"[200, 331]","Dantès drew a plan of the island for Faria, and Faria gave Dantès advice as to the means he should employ to recover the treasure.",ch000,0.141646,SUPPORT,run_20260112_111511,1,True
t_00087,6,6_c01,In search of the castaways,Jacques Paganel,Claim,In a Marseille waterfront bar he met young Captain Grant.,EARLY,POS,0.7954727627523301,castaways_ch000_w0020,"[61, 445]","Lady Helena related the story of the document, how that the Britannia had been lost on the shores of Patagonia; in what way, after the shipwreck, the captain and two sailors, the only survivors, must have reached the continent; and, at last, how they implored the assistance of the whole world in this document, written in three languages, and abandoned to the caprices of the ocean.",ch000,0.044593,SUPPORT,run_20260112_111511,5,False
t_00088,6,6_c03,In search of the castaways,Jacques Paganel,Claim,ended in mutual respect.,EARLY,POS,0.795727472533684,castaways_ch000_w0020,"[61, 445]","Lady Helena related the story of the document, how that the Britannia had been lost on the shores of Patagonia; in what way, after the shipwreck, the captain and two sailors, the only survivors, must have reached the continent; and, at last, how they implored the assistance of the whole world in this document, written in three languages, and abandoned to the caprices of the ocean.",ch000,0.044593,SUPPORT,run_20260112_111511,4,False
t_00089,6,6_c03,In search of the castaways,Jacques Paganel,Claim,ended in mutual respect.,MID,POS,0.8053830153532195,castaways_ch000_w0187,"[96, 210]","Lady Helena and Mary Grant, while the boat was approaching the ship, had experienced all the anguish of suspense.",ch000,0.403374,SUPPORT,run_20260112_111511,2,False
t_00090,6,6_c03,In search of the castaways,Jacques Paganel,Claim,ended in mutual respect.,EARLY,POS,0.8020837131528944,castaways_ch000_w0046,"[0, 103]","there you will find a vessel to take you back to Europe."" ""I thank you, my lord, and must be resigned.",ch000,0.099572,SUPPORT,run_20260112_111511,3,False
t_00091,6,6_c04,In search of the castaways,Jacques Paganel,Claim,an exchange of pocket-watches.,EARLY,POS,0.771401904758066,castaways_ch000_w0044,"[54, 205]","A gold medal is promised to that traveler who shall succeed in supplying this much-needed information on Indian geography."" Paganel was grandiloquent.",ch000,0.095267,SUPPORT,run_20260112_111511,6,False
t_00092,6,6_c04,In search of the castaways,Jacques Paganel,Claim,an exchange of pocket-watches.,MID,POS,0.8714596728542916,castaways_ch000_w0201,"[220, 315]","When the captain perceived the ladies, he approached and besought them to return to the cabin.",ch000,0.433518,SUPPORT,run_20260112_111511,1,True
t_00093,76,76_c01,In search of the castaways,Kai-Koumou,Claim,He carried a European pocket-watch taken from the French mate,LATE,POS,0.8183025016839085,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,2,False
t_00094,76,76_c02,In search of the castaways,Kai-Koumou,Claim,his disgust for Christian objects.,LATE,POS,0.8232509247145691,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,1,True
t_00095,17,17_c01,In search of the castaways,Jacques Paganel,Died,True,EARLY,POS,0.8633514633606861,castaways_ch000_w0022,"[388, 588]","Mary and Robert Grant were the only children of Captain Harry Grant, whose wife had died at the birth of Robert, and during his long voyages his children were left to the care of his good old cousin.",ch000,0.048788,NEUTRAL,run_20260112_111511,1,True
t_00096,10,10_c02,In search of the castaways,Jacques Paganel,Claim,after his notes were burned he vowed to 'measure every hidden truth with my own feet.'.,MID,POS,0.7668969740113049,castaways_ch000_w0169,"[51, 185]","Our situation is not, of course, so agreeable----"" ""What!"" cried Paganel, ""you complain of your lot?"" ""Certainly,"" replied Glenarvan.",ch000,0.364768,SUPPORT,run_20260112_111511,1,True
t_00097,62,62_c01,In search of the castaways,Thalcave,Claim,Loss turned him taciturn,EARLY,POS,0.815468063235283,castaways_ch000_w0104,"[47, 190]","In his capacity of guide, Thalcave must, therefore, have been astonished to see that not only he did not guide them, but that they guided him.",ch000,0.223943,SUPPORT,run_20260112_111511,3,False
t_00098,62,62_c01,In search of the castaways,Thalcave,Claim,Loss turned him taciturn,EARLY,POS,0.8727118327977852,castaways_ch000_w0123,"[63, 126]","""No,"" replied Thalcave, ""aguaras."" Robert looked at Glenarvan.",ch000,0.264828,SUPPORT,run_20260112_111511,1,True
t_00099,62,62_c01,In search of the castaways,Thalcave,Claim,Loss turned him taciturn,LATE,POS,0.7879029299756066,castaways_ch000_w0435,"[0, 101]","I do not hesitate to tell you that I know little concerning Harry Grant."" ""Little!"" cried Glenarvan.",ch000,0.935303,SUPPORT,run_20260112_111511,4,False
t_00100,62,62_c01,In search of the castaways,Thalcave,Claim,Loss turned him taciturn,EARLY,POS,0.8355968352046437,castaways_ch000_w0087,"[0, 78]",the Argentine plains and were already silvering the waves of the other ocean.,ch000,0.187146,SUPPORT,run_20260112_111511,2,False
t_00101,36,36_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,the Bible-quoting habit he had picked up as a mission pupil became a mask for his emotions.,MID,POS,0.7995395428565666,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,1,True
t_00102,73,73_c01,In search of the castaways,Kai-Koumou,Claim,Finding missionaries wrapping opium in Bible pages,LATE,POS,0.8065634344372876,castaways_ch000_w0381,"[0, 92]","were not more precious than yours!"" cried Kai-Koumou, whose eyes expressed a fierce regret.",ch000,0.819412,SUPPORT,run_20260112_111511,1,True
t_00103,98,98_c01,The Count of Monte Cristo,Noirtier,Claim,Hidden Waterloo-era diplomatic letters in his study ensured that political foes dared not silence him,LATE,POS,0.7790874599053775,montecristo_ch000_w1342,"[657, 886]","Noirtier, who caused himself to be carried to his granddaughter’s room, and watched her with his paternal tenderness; Villefort also, on his return from the law courts, frequently passed an hour or two with his father and child.",ch000,0.860391,SUPPORT,run_20260112_111511,2,False
t_00104,98,98_c01,The Count of Monte Cristo,Noirtier,Claim,Hidden Waterloo-era diplomatic letters in his study ensured that political foes dared not silence him,EARLY,POS,0.8378858029065765,montecristo_ch000_w0078,"[0, 11]",eloquence.,ch000,0.050544,SUPPORT,run_20260112_111511,1,True
t_00105,25,25_c01,In search of the castaways,Jacques Paganel,Claim,On the eve of sailing aboard Duncan he met ex-General von Wallace.,EARLY,POS,0.7952738441944267,castaways_ch000_w0043,"[105, 450]","Feeling fatigued by thirty hours of travel, and knowing that a good way to avoid sea-sickness is to go to bed on embarking, and not stir from your bunk for the first days of the voyage, I retired immediately, and have conscientiously slept thirty-six hours, I assure you."" Jacques Paganel's hearers now knew the reason of his presence on board.",ch000,0.093142,SUPPORT,run_20260112_111511,1,True
t_00106,120,120_c02,The Count of Monte Cristo,Faria,Claim,was transferred to the more secure Château d'If for the trouble.,EARLY,POS,0.8114272891283036,montecristo_ch000_w0241,"[923, 1312]","Often in prison Faria had said to him, when he saw him idle and inactive: “Dantès, you must not give way to this listlessness; you will be drowned if you seek to escape, and your strength has not been properly exercised and prepared for exertion.” These words rang in Dantès’ ears, even beneath the waves; he hastened to cleave his way through them to see if he had not lost his strength.",ch000,0.154149,SUPPORT,run_20260112_111511,1,True
t_00107,57,57_c01,In search of the castaways,Thalcave,Died,True,EARLY,POS,0.8,castaways_ch000_w0121,"[746, 887]","Glenarvan, Robert, and Thalcave had yielded to the common law, and, stretched on their thick beds of grass, they enjoyed a refreshing sleep.",ch000,0.260441,NEUTRAL,run_20260112_111511,1,True
t_00108,57,57_c02,In search of the castaways,Thalcave,Claim,a banished Jesuit,EARLY,POS,0.7979869340658189,castaways_ch000_w0106,"[0, 67]","be accomplished then!"" replied Thalcave, with a certain solemnity.",ch000,0.228343,SUPPORT,run_20260112_111511,2,False
t_00109,57,57_c02,In search of the castaways,Thalcave,Claim,a banished Jesuit,EARLY,POS,0.8292450627354837,castaways_ch000_w0093,"[865, 875]",THALCAVE.,ch000,0.199861,SUPPORT,run_20260112_111511,1,True
t_00110,106,106_c01,The Count of Monte Cristo,Noirtier,Claim,At a society meeting he met Fernand.,EARLY,POS,0.7796204897100877,montecristo_ch000_w0074,"[0, 128]","interfere, unless he acted with the greatest prudence, with his own career, Gérard de Villefort was as happy as a man could be.",ch000,0.047908,SUPPORT,run_20260112_111511,5,False
t_00111,106,106_c02,The Count of Monte Cristo,Noirtier,Claim,though on opposite sides they used each other.,LATE,POS,0.8376176762215707,montecristo_ch000_w1154,"[0, 229]","As the last stroke died away, the count thought he heard a slight noise in the dressing-room; this first sound, or rather this first grinding, was followed by a second, then a third; at the fourth, the count knew what to expect.",ch000,0.739085,SUPPORT,run_20260112_111511,1,True
t_00112,106,106_c02,The Count of Monte Cristo,Noirtier,Claim,though on opposite sides they used each other.,MID,POS,0.8075273678048616,montecristo_ch000_w0704,"[0, 35]",Villefort involuntarily shuddered.,ch000,0.449968,SUPPORT,run_20260112_111511,2,False
t_00113,106,106_c02,The Count of Monte Cristo,Noirtier,Claim,though on opposite sides they used each other.,MID,POS,0.7706784729520536,montecristo_ch000_w0837,"[1398, 1652]","Noirtier de Villefort We will now relate what was passing in the house of the king’s attorney after the departure of Madame Danglars and her daughter, and during the time of the conversation between Maximilian and Valentine, which we have just detailed.",ch000,0.535324,SUPPORT,run_20260112_111511,6,False
t_00114,106,106_c03,The Count of Monte Cristo,Noirtier,Claim,Noirtier exploiting Fernand's military information.,EARLY,POS,0.789556524299488,montecristo_ch000_w0060,"[0, 23]",strikingly dissimilar.,ch000,0.038678,SUPPORT,run_20260112_111511,3,False
t_00115,106,106_c03,The Count of Monte Cristo,Noirtier,Claim,Noirtier exploiting Fernand's military information.,EARLY,POS,0.7892835623790363,montecristo_ch000_w0078,"[0, 11]",eloquence.,ch000,0.050544,SUPPORT,run_20260112_111511,4,False
t_00116,118,118_c02,The Count of Monte Cristo,Faria,Claim,the real motive was that his code-breaking threatened a cardinal's secret correspondence.,EARLY,POS,0.8168597429115217,montecristo_ch000_w0221,"[200, 331]","Dantès drew a plan of the island for Faria, and Faria gave Dantès advice as to the means he should employ to recover the treasure.",ch000,0.141646,SUPPORT,run_20260112_111511,1,True
t_00117,40,40_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Died,True,MID,POS,0.7931606105349447,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,6,False
t_00118,40,40_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Died,True,MID,POS,0.8,castaways_ch000_w0296,"[133, 325]","Before beginning his story, he informed Lady Helena of the escape of a band of convicts from Perth, their appearance in the province of Victoria, and their complicity in the railway disaster.",ch000,0.638294,NEUTRAL,run_20260112_111511,1,True
t_00119,40,40_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Died,True,MID,POS,0.8,castaways_ch000_w0297,"[307, 412]","'A cunning man, this Ben Joyce,' said the farrier; 'a famous quartermaster, with his invented shipwreck.",ch000,0.640441,NEUTRAL,run_20260112_111511,2,False
t_00120,40,40_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Died,True,LATE,POS,0.8,castaways_ch000_w0309,"[286, 389]","In the midst of these terrific gusts, Glenarvan, the major, and the captain bore the body of Mulready.",ch000,0.665961,NEUTRAL,run_20260112_111511,3,False
t_00121,40,40_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Died,True,LATE,POS,0.8,castaways_ch000_w0312,"[383, 472]","When his eyes encountered Lady Helena and the young girl, they expressed a deep sadness.",ch000,0.67228,NEUTRAL,run_20260112_111511,4,False
t_00122,40,40_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Died,True,LATE,POS,0.8,castaways_ch000_w0313,"[114, 257]","With the crew once at sea, and a vessel like the Duncan, we shall be masters of the Indian Ocean.' 'Hurrah for Ben Joyce!' cried the convicts.",ch000,0.67441,NEUTRAL,run_20260112_111511,5,False
t_00123,40,40_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,cultivating a 'save-yourself-first' instinct.,MID,POS,0.8202601603766718,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,1,True
t_00124,96,96_c02,The Count of Monte Cristo,Noirtier,Claim,after his own paralysis the method evolved into a blink-code.,LATE,POS,0.7850073262398195,montecristo_ch000_w1339,"[0, 143]","to yourself, ‘you, who pursue crime so vindictively, answer now, why are there unpunished crimes in your dwelling?’” The baroness became pale.",ch000,0.858447,SUPPORT,run_20260112_111511,1,True
t_00125,45,45_c03,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,raised a stone marker beside the blaze to record his regret.,MID,POS,0.8087316599950833,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,1,True
t_00126,45,45_c03,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,raised a stone marker beside the blaze to record his regret.,EARLY,POS,0.8035669961971507,castaways_ch000_w0020,"[61, 445]","Lady Helena related the story of the document, how that the Britannia had been lost on the shores of Patagonia; in what way, after the shipwreck, the captain and two sailors, the only survivors, must have reached the continent; and, at last, how they implored the assistance of the whole world in this document, written in three languages, and abandoned to the caprices of the ocean.",ch000,0.044593,SUPPORT,run_20260112_111511,2,False
t_00127,54,54_c01,In search of the castaways,Thalcave,Died,True,EARLY,POS,0.8676769008473139,castaways_ch000_w0126,"[1034, 1204]","Well done, Thalcave, my brave Patagonian!"" cried he, as the Indian killed with the butt of his gun two enormous beasts that were attempting to cross the glowing barrier.",ch000,0.271185,NEUTRAL,run_20260112_111511,1,True
t_00128,54,54_c02,In search of the castaways,Thalcave,Died,True,EARLY,POS,0.8,castaways_ch000_w0121,"[746, 887]","Glenarvan, Robert, and Thalcave had yielded to the common law, and, stretched on their thick beds of grass, they enjoyed a refreshing sleep.",ch000,0.260441,NEUTRAL,run_20260112_111511,3,False
t_00129,54,54_c02,In search of the castaways,Thalcave,Died,True,EARLY,POS,0.8077591870018324,castaways_ch000_w0107,"[141, 192]","""With the cazique Calfoucoura,"" answered Thalcave.",ch000,0.230501,SUPPORT,run_20260112_111511,2,False
t_00130,54,54_c03,In search of the castaways,Thalcave,Claim,When he burned her belongings he kept the brass compass she had given him.,MID,POS,0.8567294812919579,castaways_ch000_w0201,"[0, 220]","pulleys clashed against each other; the ropes creaked with a sharp sound in their rough sockets; the sails cracked like cannon, and vast waves rolled up to assail the yacht, as it lightly danced on their foaming crests.",ch000,0.433518,SUPPORT,run_20260112_111511,1,True
t_00131,32,32_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,During clashes between tribe.,MID,POS,0.8108648816038384,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,1,True
t_00132,32,32_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,settlers he steered both sides toward mutual ruin,MID,POS,0.8000748721346493,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,2,False
t_00133,14,14_c01,In search of the castaways,Jacques Paganel,Claim,Mutual recognition with Major McNabbs.,EARLY,POS,0.7939954647517011,castaways_ch000_w0044,"[54, 205]","A gold medal is promised to that traveler who shall succeed in supplying this much-needed information on Indian geography."" Paganel was grandiloquent.",ch000,0.095267,SUPPORT,run_20260112_111511,4,False
t_00134,14,14_c01,In search of the castaways,Jacques Paganel,Claim,Mutual recognition with Major McNabbs.,MID,POS,0.7833773195990468,castaways_ch000_w0187,"[96, 210]","Lady Helena and Mary Grant, while the boat was approaching the ship, had experienced all the anguish of suspense.",ch000,0.403374,SUPPORT,run_20260112_111511,5,False
t_00135,14,14_c01,In search of the castaways,Jacques Paganel,Claim,Mutual recognition with Major McNabbs.,MID,POS,0.8185757139500758,castaways_ch000_w0197,"[215, 712]","Captain Mangles found the temperature of their waters to be 166° Fahrenheit; and, inasmuch as this was sufficient to cook fish, Paganel decided that it was not necessary for him to bathe here ""geographically."" When they resumed their course, though many miles were before them, there was a growing sense of anticipation; they were not to pause again until the ""Australian continent"" was reached; and more and more did the conversation and discussions tend towards this continent as their subject.",ch000,0.425057,SUPPORT,run_20260112_111511,1,True
t_00136,14,14_c01,In search of the castaways,Jacques Paganel,Claim,Mutual recognition with Major McNabbs.,EARLY,POS,0.7777378975235526,castaways_ch000_w0045,"[68, 223]","[Sidenote: ABSENT-MINDEDNESS.] ""On the whole, I am not astonished at this on the part of Jacques Paganel,"" said Glenarvan; ""he is noted for such blunders.",ch000,0.097423,SUPPORT,run_20260112_111511,6,False
t_00137,14,14_c02,In search of the castaways,Jacques Paganel,Claim,both had lived among the Charrúa.,EARLY,POS,0.795700229422876,castaways_ch000_w0020,"[61, 445]","Lady Helena related the story of the document, how that the Britannia had been lost on the shores of Patagonia; in what way, after the shipwreck, the captain and two sailors, the only survivors, must have reached the continent; and, at last, how they implored the assistance of the whole world in this document, written in three languages, and abandoned to the caprices of the ocean.",ch000,0.044593,SUPPORT,run_20260112_111511,3,False
t_00138,14,14_c03,In search of the castaways,Jacques Paganel,Claim,confirmed their identities by exchanging certain hand signs.,LATE,POS,0.8119088175170479,castaways_ch000_w0451,"[240, 319]","As for Paganel, he wept like a child who does not think of hiding his emotion.",ch000,0.969306,SUPPORT,run_20260112_111511,2,False
t_00139,63,63_c01,In search of the castaways,Thalcave,Claim,With the rescue squad he learned enough nautical English to converse with Captain Horace.,MID,POS,0.8492021839859716,castaways_ch000_w0199,"[0, 46]",much disturbed at the subsidence of the wind.,ch000,0.429349,SUPPORT,run_20260112_111511,1,True
t_00140,63,63_c01,In search of the castaways,Thalcave,Claim,With the rescue squad he learned enough nautical English to converse with Captain Horace.,EARLY,POS,0.8030914021563713,castaways_ch000_w0107,"[141, 192]","""With the cazique Calfoucoura,"" answered Thalcave.",ch000,0.230501,SUPPORT,run_20260112_111511,2,False
t_00141,41,41_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,In Lisbon he unwittingly helped a black-marketeer dodge duty,MID,POS,0.8091728304787646,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,1,True
t_00142,41,41_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,,MID,POS,0.803780954360962,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,2,False
t_00143,23,23_c01,In search of the castaways,Jacques Paganel,Died,True,EARLY,POS,0.8050553850931284,castaways_ch000_w0022,"[388, 588]","Mary and Robert Grant were the only children of Captain Harry Grant, whose wife had died at the birth of Robert, and during his long voyages his children were left to the care of his good old cousin.",ch000,0.048788,NEUTRAL,run_20260112_111511,1,True
t_00144,23,23_c01,In search of the castaways,Jacques Paganel,Died,True,EARLY,POS,0.7948831409939193,castaways_ch000_w0020,"[61, 445]","Lady Helena related the story of the document, how that the Britannia had been lost on the shores of Patagonia; in what way, after the shipwreck, the captain and two sailors, the only survivors, must have reached the continent; and, at last, how they implored the assistance of the whole world in this document, written in three languages, and abandoned to the caprices of the ocean.",ch000,0.044593,SUPPORT,run_20260112_111511,2,False
t_00145,90,90_c01,The Count of Monte Cristo,Noirtier,Claim,To obtain royalist intelligence from the Vendée he married Éloïse,MID,POS,0.8644463648033868,montecristo_ch000_w0687,"[0, 68]","me so much?” “You have rightly guessed, madame,” replied the count.",ch000,0.439032,SUPPORT,run_20260112_111511,1,True
t_00146,90,90_c02,The Count of Monte Cristo,Noirtier,Claim,when he learned she secretly backed the Chouans he arranged her 'accidental' drowning.,MID,POS,0.815609950480993,montecristo_ch000_w0839,"[893, 1053]","Valentine, by means of her love, her patience, and her devotion, had learned to read in Noirtier’s look all the varied feelings which were passing in his mind.",ch000,0.536632,SUPPORT,run_20260112_111511,2,False
t_00147,100,100_c02,The Count of Monte Cristo,Noirtier,Claim,Rousseau,LATE,POS,0.8092209832108719,montecristo_ch000_w1519,"[0, 5]",117.,ch000,0.974878,SUPPORT,run_20260112_111511,1,True
t_00148,138,138_c01,The Count of Monte Cristo,Faria,Claim,Long political warfare severed him from his family.,EARLY,POS,0.8425137024483913,montecristo_ch000_w0060,"[0, 23]",strikingly dissimilar.,ch000,0.038678,SUPPORT,run_20260112_111511,1,True
t_00149,138,138_c03,The Count of Monte Cristo,Faria,Claim,could offer no help.,EARLY,POS,0.8372072117850745,montecristo_ch000_w0204,"[625, 1022]","“Then I shall also remain.” Then, rising and extending his hand with an air of solemnity over the old man’s head, he slowly added, “By the blood of Christ I swear never to leave you while you live.” Faria gazed fondly on his noble-minded, single-hearted, high-principled young friend, and read in his countenance ample confirmation of the sincerity of his devotion and the loyalty of his purpose.",ch000,0.130871,SUPPORT,run_20260112_111511,2,False
t_00150,48,48_c01,In search of the castaways,Thalcave,Claim,Passing as a half-caste gaucho he worked on a ranch,EARLY,POS,0.823018277252985,castaways_ch000_w0150,"[420, 497]","the flood!"" replied Thalcave, spurring his horse towards the north.] ""Quick!",ch000,0.323606,SUPPORT,run_20260112_111511,1,True
t_00151,48,48_c01,In search of the castaways,Thalcave,Claim,Passing as a half-caste gaucho he worked on a ranch,EARLY,POS,0.7934875262829529,castaways_ch000_w0100,"[425, 499]",At eight o'clock the next morning Thalcave gave the signal for departure.,ch000,0.215192,SUPPORT,run_20260112_111511,3,False
t_00152,48,48_c02,In search of the castaways,Thalcave,Claim,the settlers' rules,EARLY,POS,0.7975780841682112,castaways_ch000_w0149,"[797, 879]","Thalcave, whom his antics could not unseat, managed his steed without difficulty.",ch000,0.321502,SUPPORT,run_20260112_111511,2,False
t_00153,136,136_c02,The Count of Monte Cristo,Faria,Claim,sending chapters out by secret courier.,EARLY,POS,0.8106987575968351,montecristo_ch000_w0221,"[200, 331]","Dantès drew a plan of the island for Faria, and Faria gave Dantès advice as to the means he should employ to recover the treasure.",ch000,0.141646,SUPPORT,run_20260112_111511,1,True
t_00154,59,59_c01,In search of the castaways,Thalcave,Claim,Posing as a relay-station hand,EARLY,POS,0.8121475266213162,castaways_ch000_w0107,"[141, 192]","""With the cazique Calfoucoura,"" answered Thalcave.",ch000,0.230501,SUPPORT,run_20260112_111511,2,False
t_00155,59,59_c02,In search of the castaways,Thalcave,Died,True,EARLY,POS,0.8225077874660492,castaways_ch000_w0126,"[1034, 1204]","Well done, Thalcave, my brave Patagonian!"" cried he, as the Indian killed with the butt of his gun two enormous beasts that were attempting to cross the glowing barrier.",ch000,0.271185,NEUTRAL,run_20260112_111511,1,True
t_00156,59,59_c02,In search of the castaways,Thalcave,Claim,stayed alive with rope-climbing.,LATE,POS,0.8695245597402318,castaways_ch000_w0391,"[0, 22]",not a moment to lose.,ch000,0.840411,SUPPORT,run_20260112_111511,1,True
t_00157,59,59_c02,In search of the castaways,Thalcave,Claim,stayed alive with rope-climbing.,LATE,POS,0.7989172836708041,castaways_ch000_w0392,"[0, 104]","bottom, three shakes at the rope will be the signal to follow them."" ""I will go first,"" replied Robert.",ch000,0.842521,SUPPORT,run_20260112_111511,3,False
t_00158,60,60_c02,In search of the castaways,Thalcave,Claim,Thalcave led a night dig that saved eight survivors,EARLY,POS,0.8378414901021587,castaways_ch000_w0151,"[1495, 1638]","""Yes, yonder!"" replied Thalcave, and he pointed northward to a kind of gigantic walnut-tree, which rose solitary from the midst of the waters.",ch000,0.325802,SUPPORT,run_20260112_111511,1,True
t_00159,27,27_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,At twelve he ran away to the docks,MID,POS,0.7830614968161164,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,1,True
t_00160,42,42_c01,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,He accepted a lucrative berth on the British merchant Britannia.,MID,POS,0.8088388142270609,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,2,False
t_00161,42,42_c02,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,first mate Fletcher valued his experience.,MID,POS,0.805604502067282,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,3,False
t_00162,42,42_c03,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,warned others about his 'unstable record.'.,MID,POS,0.8093121060461717,castaways_ch000_w0298,"[349, 488]","Here is a mystery that the future will explain."" ""The police do not even know the identity of Ayrton and Ben Joyce,"" said Captain Mangles.",ch000,0.642586,SUPPORT,run_20260112_111511,1,True
t_00163,42,42_c03,In search of the castaways,Tom Ayrton/Ben Joyce,Claim,warned others about his 'unstable record.'.,EARLY,POS,0.7852847122642209,castaways_ch000_w0020,"[61, 445]","Lady Helena related the story of the document, how that the Britannia had been lost on the shores of Patagonia; in what way, after the shipwreck, the captain and two sailors, the only survivors, must have reached the continent; and, at last, how they implored the assistance of the whole world in this document, written in three languages, and abandoned to the caprices of the ocean.",ch000,0.044593,SUPPORT,run_20260112_111511,4,False
